created_at,lt,lb,kt,km,garasi,carport,lokasi,sertifikat,listrik,hadap,harga,url,deskripsi,kota
2021-12-07,120,65,2,2,0,1,Kota Semarang,SHM,1300.0,Utara,750000000,https://www.rumahku.com/p/TH1SK001/rumah-dijual-gondoriyo-semarang-50187,"Keunggulan:
- One gate system
- Akses jalan 8m
- Lahan datar akses jalan lebar papasan mobil leluasa
- Bangunan baru design minimalis modern
- Sertifikat Hak Milik pecah per kavling
- Taman depan, carport, ruang tamu, ruang keluarga, dapur, dan area belakang",Semarang
2021-12-07,200,200,4,2,1,1,Kota Semarang,SHM,2200.0,Timur,1800000000,https://www.realoka.com/144466-rumah-di-gajah-timur-gayamsari-kota-semarang,"DIJUAL Rumah Gayamsari Hadap Timur
Lokasi Gajah Timur Gayamsari Kota Semarang
Dekat Tol Gayamsari
Dekat Masjid Agung Jawa Tengah",Semarang
2021-12-07,123,36,2,1,0,1,Kota Semarang,SHM,1300.0,Selatan,450000000,https://www.rumahku.com/p/CZ5GW003/rumah-dijual-manyaran-semarang-50147,"Keunggulan Lokasi:
- Di Jalan Borobudur Raya
- Selangkah ke Rumah Dinas Walikota
- Belakang Swalayan RAMAI
- Dekat POM Bensin Manyaran
- Dekat Bursa Oto Mobil TVRI
- 2 menit ke Gerbang Tol Manyaran
- 3 menit ke RS Kariyadi
- 4 menit ke Tugu Muda
- 5 menit ke Simpang Lima
- 6 menit ke Stasiun Kereta Api
- 8 menit ke Bandara A Yani",Semarang
2021-12-06,284,100,3,2,0,1,Kota Semarang,SHM,2200.0,Selatan,1400000000,https://www.realoka.com/104240-rumah-baru-mewah-2lt-type-besar-lt-234m2-lokasi-elite-banyumanik-semarang,"Keistimewaan lokasi :
- dekat taman Tirto Agung
- dekat pintu tol Banyumanik
- 5 menit SDIT Al-Azhar Tembalang
- 5 menit kampus UNDIP
- dekat estate2 elite di Banyumanik
- dekat RS Banyumanik 1
- 7 menit mall Transmart Banyumanik
Bonus bulan ini ;
- 1 unit AC 1/2 pk
- Taman cantik
- Tembok pagar depan",Semarang
2021-12-07,70,36,2,1,0,1,Kota Semarang,SHM,1300.0,Utara,350000000,https://www.rumahku.com/p/CZ5GW002/rumah-dijual-pedurungan-kidul-semarang-50192,"Keunggulan Lokasi:
Samping SDN 02 dan Polsek Pedurungan Tengah
Belakang PIZZA HUT Majapahit
Selangkah ke Jalan Raya Arteri Soekarno Hatta
Dua langkah ke Jalan Raya Majapahit
Tiga langkah ke ADA Fatmawati & ADA Majapahit
Empat langkah ke Kolam Renang Manunggal Jati
Beberapa langkah ke LOTTE Mart
Empat ke SAMSAT Pedurungan
Lima langkah ke TRANSMART
5 menit ke Pintu Tol Gayamsari
10 menit ke Simpang Lima",Semarang
2021-12-06,328,130,4,3,0,1,Kota Semarang,SHM,1300.0,,1650000000,https://www.realoka.com/198444-dijual-rumah-bagus-istimewa-lt-328m2-lokasi-mulawarman-tembalang,"KEUNGGULAN LOKASI
Cluster One Gate System
Masjid As-sholihin
5 menit ke pasar damar,Alfamart dan Swalayan ADA
10 menit ke GT Tembalang dan GT banyumanik
Pos Keamanan 24 Jam
CCTV Lingkungan, Aman, Nyaman
Akses Jalan Lebar Simpangan Mobil
Hanya 5 menit Kampus UNDIP
Hanya 5 menit Masjid Al Azhar",Semarang
2021-12-07,1000,750,9,6,1,4,Kota Semarang,SHM,5500.0,Utara,15000000000,https://www.rumahku.com/p/F1LWF001/rumah-dijual-gajah-mungkur-semarang-50232,"Rumah 2 lantai.
Lokasi Strategis :
- 5 menit ke Simpang Lima 
- 5 menit ke RS Elizabeth
- Dekat Taman Gajahmungkur
- Bebas Banjir
- Dekat rumah Dinas Gubernur (tempat elit)",Semarang
2021-12-05,335,308,4,4,1,0,Kota Semarang,SHM,900.0,Barat,2400000000,https://www.99.co/id/properti/rumah-di-dekat-pusat-kota-semarang-96122632255,"Rumah di dekat pusat Kota Semarang, air PDAM",Semarang
2021-12-06,287,150,4,3,0,1,Kota Semarang,SHM,2200.0,,2900000000,https://www.realoka.com/214303-rumah-mewah-elegan-lingkungan-asri-dekat-kampus-undip-semarang,"Keunggulan Lokasi:
Lokasi Startegis
Dekat Kampus UNDIP
Dekat Tol Tembalang
Dekat Tol Jatingaleh
Dekat Pusat Perbelanjaan Transmart dan ADA Setiabudi
Dekat pusat kota Semarang",Semarang
2021-12-07,84,75,2,1,0,1,Kabupaten Semarang,SHM,900.0,Selatan,325000000,https://www.rumahku.com/p/3FMRJ001/rumah-dijual-ungaran-semarang-50511,"Lokasi Strategis :
- 15 Menit menuju Gerbang Tol Ungaran
- Dekat dengan Puskesmas
- Dekat Dengan Pusat Kota Ungaran dan Alun alun",Semarang
2021-12-06,210,100,3,2,0,1,Kota Semarang,SHM,1300.0,,1550000000,https://www.realoka.com/213924-rumah-murah-strategis-dekat-kota-di-manyaran-semarang,"BONUS Pilihan :
2 AC Daikin / TV LED 32
Keunggulan:
* Cluster One Gate System
* POS Keamanan 24 JAM
* Jalan Lebar Simpang Mobil
* Lokasi Datar, Bebas Banjir, Bebas Longsor
* Akses Jalan Lebar Bebas Simpangan Mobil
* Hanya 15 menit ke Pusat Kota
* Hanya 2 menit ke Exit TOL
* Hanya 10 menit ke Bandara Ahmad Yani
* Dekat KFC, Pizza Hut Swalayan dll",Semarang
2021-12-06,120,123,3,2,1,1,Kota Semarang,SHM,2200.0,Utara,1517000000,https://www.realoka.com/193145-disc-besar-sd-ratusan-juta-unit-3lt-di-tembalang-kota-semarang,"Fasilitas :
- Akses mudah
- Row jalan lebar mobil bisa papasan
- One gate system
- Pos keamanan 24 jam.
- Sertifikat ready SHM.
- Listrik 2200
- Air Artetis
Promo dibulan ini:
- free AJB dan balik nama
- taman cantik
- AC/genset
- free cuci mobil di garda mas 50x",Semarang
2021-12-07,120,90,4,3,2,2,Kota Semarang,SHM,2200.0,Timur,600000000,https://www.rumahku.com/p/RZK7M016/rumah-dijual-ngaliyan-semarang-50181,"√- Fasum Perumahan nyaman dan lengkap khusus untuk penghuni Cluster Sky Mansion Horizon :
• Club House dan Kolam Renang • Mushola • Taman Hidup • Taman Bermain • Balai Warga • Listrik Bawah Tanah • One Gate System Security 24h • Row st. 8m • View Alam Pegunungan dan Sawah.
√- Kemudahan Akses yang strategis di daerah Ngaliyan dan sekitarnya :
15 menit ke Bandara • 10 menit ke Kawasan BSB City, Kampus Unika,UIN,STEKOM,Sekolah Al-Azhar,Up Town Mall • 5 Menit ke RS Permata Medika • 5 Menit ke Pasar Ngaliyan, Pusat Kuliner dan hiburan di Ngaliyan.",Semarang
2021-12-07,120,36,3,2,1,1,Kota Semarang,SHM,1300.0,Timur,600000000,https://www.rumahku.com/p/RZK7M015/rumah-dijual-ngaliyan-semarang-50181,"√- Fasum Perumahan nyaman dan lengkap khusus untuk penghuni Cluster Sky Mansion Horizon :
• Club House dan Kolam Renang • Mushola • Taman Hidup • Taman Bermain • Balai Warga • Listrik Bawah Tanah • One Gate System Security 24h • Row st. 8m • View Alam Pegunungan dan Sawah.
√- Kemudahan Akses yang strategis di daerah Ngaliyan dan sekitarnya :
15 menit ke Bandara • 10 menit ke Kawasan BSB City, Kampus Unika,UIN,STEKOM,Sekolah Al-Azhar,Up Town Mall • 5 Menit ke RS Permata Medika • 5 Menit ke Pasar Ngaliyan, Pusat Kuliner dan hiburan di Ngaliyan.",Semarang
2021-12-05,80,36,2,1,0,1,Kota Semarang,SHM,900.0,,390000000,https://www.realoka.com/132571-rumah-cantik-dan-strategis-semarang-kota,"Akses Luar Rumah :
- 2 menit ke Hasanudin junior high school
- 3 menit ke pasar bangetayu
- 4 menit ke puskesmas bangetayu
- 5 menit ke RS puri asih semarang
- ️10 menit ke UNISULA
- 10 menit ke terminal terboyo
- 28 menit ke simpang lima",Semarang
2021-12-07,77,45,2,1,0,1,Kabupaten Semarang,SHM,1300.0,Barat,295000000,https://www.rumahku.com/p/GVY4D1B3/rumah-dijual-leyangan-semarang-50519,"Keunggulan:
-Lingkungan Sejuk Nyaman Tenang Cocok buat pasangan kluarga yg suka ketenangan
-Hanya 5 Menit dari RENCANA PEMBANGUNAN KAMPUS BPLP pleburan yg akan d pindah k ungaran
-Hanya 5 Menit dari objek wisata WATU GAJAH PARK
-Hanya 7 Menit dari Pintu Tol Ungaran
-Hanya 10 Menit dari Pusat Kota Ungaran, Rumah Sakit Kensaras, Swalayan DAN Alun2 Ungaran",Semarang
2021-12-07,120,45,2,1,0,1,Kota Semarang,SHM,2200.0,Tenggara,575000000,https://www.rumahku.com/p/LPH50005/rumah-dijual-mijen-semarang-50519,"Keunggulan:
- CLUSTER EXCLUSIVE
- DEKAT MALL BSB DAN KAMPUS UNIKA BSB
- Cluster perumahan yang berada di belakang kantor SABHARA BSB CITY Semarang",Semarang
2021-12-07,174,150,3,2,0,0,Kota Semarang,SHM,2200.0,,1255000000,https://www.realoka.com/206151-griya-tria-tinggal-2-dua-unit-sebelum-terlambat,"GRIYA TRIA INDAH 1
Rumah kawasan elite, terletak di ungaran,dijalan DI Panjaitan
Belakang Polsek Ungaran
Tepat dibatas kota Ungaran
Lokasi Strategis
400m dr jalan PROVINSI
3 menit Pasar Ungaran
3 menit alun alun lama ungaran
4 menit Alun alun bungkarno
4 menit ke pintu toll
1 menit ke kantor ATR/BPN",Semarang
2021-12-07,60,36,2,1,0,1,Kota Semarang,SHM,1300.0,Selatan,290000000,https://www.rumahku.com/p/H3BFJ018/rumah-dijual-banyumanik-semarang-50264,"LOKASI SANGAT STRATEGIS :
- 1 menit ke Sekolah STM Grafika
- 4 menitan ke RS HERMINA
- 5 menitan ke TRANSMART
- 7 menitan ke ADA / Tol Sukun
- 10 menitan ke kampus UNDIP
- Posisi Hook Jalan depan lebar
",Semarang
2021-12-06,100,70,3,2,0,1,Kota Semarang,SHM,2200.0,,950000000,https://www.99.co/id/properti/rumah-modern-jalan-durian-banyumanik-srondol-tembalang-semarang-kota-64754769105,"Keunggulan:
- Cluster Grand Valley Grand Panorama, Banyumanik Semarang.
- Design minimalis dengan view Gunung Ungaran.
- Hanya 5 menit menuju Gerbang Tol Banyumanik.
- FREE! Biaya BPHTB dan BBN",Semarang
2021-12-07,84,45,2,1,0,1,Kota Semarang,SHM,1300.0,Utara,495000000,https://www.rumahku.com/p/CZ5GW006/rumah-dijual-banyumanik-semarang-50264,"Keunggulan:
- Hunian Idaman , Nyaman dan Aman
- Cluster Grand Valley Grand Panorama, Banyumanik Semarang
- Design minimalis dengan view Gunung Ungaran
- Hanya 5 menit menuju Gerbang Tol Banyumanik.
- FREE! Biaya BPHTB dan BBN",Semarang
2021-12-07,127,50,3,2,1,1,Kota Semarang,SHM,2200.0,Selatan,600000000,https://www.rumahku.com/p/PFCZ1019/rumah-dijual-ngaliyan-semarang-50181,"Keunggulan:
- Interior Semi furnished
- Fasilitas Swimming Pool",Semarang
2021-12-07,90,80,2,1,0,1,Kota Semarang,SHM,1300.0,Utara,600000000,https://www.olx.co.id/item/rumah-klipang-pesona-asri-regency-dekat-rsud-ketileng-iid-847013840,"Lingkungan One Gate System
CCTV + Satpam 6 Personil (24 Jam)
Lebar Jalan Full Paving Simpangan Mobil
Cluster Tanpa Pagar
Bebas Banjir
Dekat RSUD Ketileng
Dekat SD Internasional
Dekat SMPN 34
Dekat SMAN 15
Dekat Kampus UNIMUS
Dekat Pusat Bisnis & Kuliner",Semarang
2021-12-06,120,38,2,1,0,1,Kota Semarang,SHM,1300.0,Barat,500000000,https://www.99.co/id/properti/rumah-dijual-cepat-siap-pakai-di-teras-bali-mijen-59087176424,"Taman Legian, Teras Bali
Lt: 120
Lb: 38
SHM
Hdp Brt
KT: 2
Km: 1
1300 watt
Carport: 1
pam&artetis
Canopy
Harga: 500 jt",Semarang
2021-12-04,209,63,2,1,0,1,Kota Semarang,SHM,1300.0,,1800000000,https://www.99.co/id/properti/rumah-paling-aman-lingkungan-dijamin-nyaman-taman-bunga-bsb-ngaliyan-semarang-18516787991,"Perumahan Elite BSB
One gate system
Keamanan 24 jam
Bebas banjir
Lokasi strategis
3 menit Pasar Ngaliyan
5 menit Kampus UNIKA
10 menit Kampus UIN Sunan Kalijogo
20 menit Bandar Udara Ahmad Yani",Semarang
2021-12-07,578,500,6,4,3,3,Kota Semarang,SHM,7700.0,,6000000000,https://www.olx.co.id/item/jual-rumah-mewah-ada-kolam-renang-pribadi-ruangan-sangat-luas-iid-849414208,"Semi Furniture
Kolam renang dewasa
Kolam renang anak
Tempat Gym
SELLING POINT :
• 2 menit ke Alfamart dan indomart
• 3 menit ke Undip dan Polines Tembalang
• 4 menit ke Superindo
• 5 menit ke Akses Tol
• 5 menit ke Transmart, Ada swalayan
• 5 menit ke Al azhar",Semarang
2021-12-07,685,500,15,8,0,1,Kota Semarang,SHM,2200.0,Timur,18000000000,https://www.olx.co.id/item/rumah-luas-belakang-spbu-gajahmungkur-cocok-untuk-usahatempat-tinggal-iid-849425243,"jalan depan lebar bisa simpangan mobil. lokasi sangat strategis, di belakang spbu gajahmungkur, dekat hotel2, resto, tempat usaha, dll. sangat cocok dijadikan tempat usaha seperti resto atau tempat tinggal. dekat juga ke jalan veteran. ke pusat kota semarang juga dekat. bebas banjir.",Semarang
2021-12-07,71,60,3,2,0,1,Kota Semarang,SHM,2200.0,,800000000,https://www.olx.co.id/item/perumahan-di-semarang-dekat-bale-kota-iid-849418623,"*FASILITAS*
- Cctv
- Smarthome System
- WiFi
- Smart Door Lock
*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh",Semarang
2021-12-07,72,72,2,1,1,1,Kota Semarang,SHM,1300.0,,300000000,https://www.olx.co.id/item/rumah-murah-bpd-tlogomulyo-pedurungan-rumah-dijual-iid-849428073,"Keunggulan lokasi :
• 3 menit SUPERINDO
• 3 menit SPBU
• 5 menit Kampus POLTEKKES
• 8 menit Pizza Hut Pedurungan
• 9 menit McDonald's
• 10 menit ADA Majapahit
• 12 menit Kampus UNIMUS
• 13 menit Pintu TOL Gayamsari
• 13 menit RS Bhayangkara
• 18 menit Simpang Lima Semarang",Semarang
2021-11-30,120,70,3,2,0,1,Kota Semarang,SHM,1300.0,,399000000,https://www.olx.co.id/item/rumah-sampangan-unnes-hrg-terjangkau-tepi-jl-raya-sampangan-unnes-iid-807405247,"- BONUS PONDASI CAKAR AYAM 4 TITIK , sehingga kl di kemudian hari mau dibuat lantai 2 tidak usah bongkar pondasi bawah krn sdh struktur utk 2 lantai
- Harga Promo terbatas dan bs berubah sewaktu2
- LOKASI PERSIS TEPI JL RAYA SAMPANGAN -- UNNES SMG
- INVESTASI YG BGS KRN DKT KAMPUS UNIVERSITAS NEGERI DAN DEKAT PUSAT KOTA hanya 10 menit
- DEKAT PASAR SAMPANGAN DAN RS KARYADI, RS WILIAM BOOT, RS ELISABETH
- View Bagus pemandangan ke arah bukit sari dan lapangan golf Gombel
- Bebas longsor krn tanah padas dan kondisi relatif rata dan tanah tdk gerak
- Dekat dgn Undip, srondol dan banyumanik krn ada jl tembus dari Unnes ke Undip tembalang hanya 10menit .
- Harga sewaktu2 bs berubah",Semarang
2021-12-05,90,85,3,2,0,0,Kota Semarang,SHM,2200.0,,1000000000,https://www.99.co/id/properti/rumah-di-tirto-agung-tembalang-undip-89221901175,"Spesifikasi :
Pondasi cakar ayam
Struktur beton bertulang
Lantai granit
Atap baja ringan
Kusen almunium
Plafin gypsum
Air sumur bor (bebas bayar)
Iistrik 2200.
#STRATEGIS
- Belakang persis apartemen Tamansari Cendikia
- Belakang Prabanata village.
250mtr pintu tol Tirto Agung
-10 menit Undip",Semarang
2021-12-04,250,200,5,2,1,0,Kota Semarang,SHM,3500.0,,2800000000,https://www.99.co/id/properti/rumah-impian-kualitas-dahsyat-gan-jl-tampomas-petompon-semarang-86010797425,"Rumah Impian Kualitas Dahsyat Gan , Jl. Tampomas Petompon Semarang Rumah di jalan Tampomas selain bebas banjir juga merupakan kawasan pemukiman yang berada di tengah tengah Kota Semarang Magnet kawasan: 3 menit RSUP Karyadi 5 menit Tugu Muda Semarang 5 menit Kawasan Simpang Lima Semarang 15 menit Bandara Ahmad Yani Semarang Spesifikasi Luas tanah 250 Luas bangunan 200 Kamar tidur 5 Kamar mandi 2 Ruang tamu Ruang keluarga Dapur Gudang Garasi muat 3 mobil Listrik 3500 Air PDAM SHM Dijual cepat harga 2.8 M (nego) wa.me/6285878452987",Semarang
2021-12-04,120,67,3,1,0,0,Kota Semarang,SHM,2200.0,,975000000,https://www.99.co/id/properti/rumah-eksklusif-pandanran-hills-sambiroto-tembalang-60301011905,"Dijual rumah siap huni di perumahan eksklusif Pandanaran Hills Sambiroto Tembalang Rumah di ingkungna cluster yang menawarkan keamanan 24 jam serta kenyamanan untuk dihuni Fasilitas Perumahan lengkap dari tempat ibadah sampai kolam renang, akses jalan perumahan yang lebar dan terawat. Bonus view LT 120 LB 67 KT 3+1KM 1+1 token 2200watt air artetis Depan full canopi, teralis ,pintu besi dan ram nyamuk. belakang suda keramik ( 4x5 = 20 meter ), kanopi dan ram nyamuk. SHM 975 jt nego",Semarang
2021-12-05,468,700,8,4,1,0,Kota Semarang,SHM,7700.0,Utara/Selatan,2950000000,https://www.99.co/id/properti/rumah-mewah-ready-di-ngaliyan-semarang-18014552782,"Dijual BU Rumah mewah berkualitas Full Granit Jl. Bukit Ngaliyan Permai Blok B-8. Perumahan Pokok Pondasi, Ngaliyan  LT 468 m2 LB sekitar 700 m2 KT 8 KM 4 mewah (2 dalam, 2 luar) Air artetis Listrik 7700 watt (4400 dan 3300, token) Hadap Selatan dan Utara  (2 rumah nyambung jadi 1) Ada kolam renang Garasi luas Carport luas Jalaman dangat luas. Ada aula besar di atas Bisa dibuat ruang tamu Bisa juga lantai atas utk kost kost an / Kantor kerja SHM Full granit Rp.2.950M nego sampai jadi.",Semarang
2021-12-07,120,70,2,2,0,1,Kota Semarang,SHM,2200.0,,1370999547,https://www.olx.co.id/item/on-progres-maret-serah-terima-kunci-iid-849423019,Kedaton park type dirgamaya lb.70 lt.120 2kt 2km SHM ready dua unit on progres bangun Spek istimewa Lebar jalan depan 8m Listrik 2.200wat Air artetis Taman cantic Harga sudah free notaris. PBHTB. AJB+baliknama Peningkatan SHM dan juga IMB Udara sejuk dan juga nyaman Fasilitas lengkap Dekat Unika kampus 2 Dekat Up town Mall Dekat rumah sakit dll Sistem pembayaran cash keras. Tunai bertahap atau KPR dengan uang muka mulai 10% saja proses KPR dibantu dan kita sudah MOU dengan hampir semua Bank Info lengkap hubungi lyson kedaton,Semarang
2021-12-07,98,60,3,2,0,1,Kota Semarang,SHM,2200.0,,1400000000,https://www.olx.co.id/item/rumah-2-lantai-dekat-bandara-ahmadyani-iid-849421033,"*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh
- 15 Menit Bandara Ahmad Yani",Semarang
2021-12-03,86,45,2,1,0,1,Kota Semarang,SHM,1300.0,,466111000,https://www.olx.co.id/item/new-pesona-pedurungan-rumah-wuapik-akses-mudah-iid-849018155,"KEUNGGULAN LOKASI :
Dekat jalan raya woltermonginsidi
Dekat pom bensin
Dekat minimarket
Selangkah ke swalayan aneka jaya
Selangkah ke SD, SMO
Selangkah ke stasiun
Dekat kampus III Polteknes semarang",Semarang
2021-11-27,81,45,2,1,0,1,Kota Semarang,SHM,1300.0,,448202100,https://www.olx.co.id/item/rumah-legent-bagus-harga-hemat-pedurungan-punya-iid-848545261,"KEUNGGULAN LOKASI :
Dekat jalan raya woltermonginsidi
Dekat pom bensin
Dekat minimarket
Selangkah ke swalayan aneka jaya
Selangkah ke SD, SMO
Selangkah ke stasiun
Dekat kampus III Polteknes semarang",Semarang
2021-10-08,189,150,4,2,0,1,Kota Semarang,SHM,2200.0,,870000000,https://www.olx.co.id/item/rumah-di-genuk-baru-lokasi-sangat-asri-iid-832666056,"5 Menit SDN 02 TegalSari,
5 menit Ke Simpang Lima,
5 menit Ke Kantor Lurah TegalSari,
5 menit ke POLDA JATENG
10menit Ke SMA 1, SMKN 7, SMKN 8
10menit Ke SMPN 10 , SMPN 5, SMP NASIMA
10 menit Ke UNDIP, UNISBANK, PIP Semarang
10 menit Ke Mall Ciputra,
10 menit Ke Jalan Raya Pandanaran
5 menit Ke Java Mall
10 menit ke RS Telogorejo
10 menit ke RS Siloam
10 menit Ke Pasar Peterongan,
5 menit Ke RS. Elisabeth,
10 menit Ke RS.Romani,
5 menit Ke Gedung Wanita.",Semarang
2021-12-07,98,60,3,2,0,0,Kota Semarang,SHM,2200.0,,750000000,https://www.olx.co.id/item/rumah-2-lantai-lokasi-dekat-unis-bank-iid-849419465,"*FASILITAS*
- Cctv
- Smarthome System
- WiFi
- Smart Door Lock
*KEUNGGULAN LOKASI*
- 0 km jalan raya
- akses jalan lebar
- bebas banjir
- dekat sarana pendidikan ( SD labscool UNNES, SMP N 13, UNWAHAS, STIKUBANK, dll)
- 8 Menit RSUP dr. Kariadi
- 10 Menit Simpang Lima
- 10 Menit POLDA Jawa Tengah
- 10 Menit Exit Toll Jatingaleh
- 15 Menit Bandara Ahmad Yani",Semarang
2021-12-07,90,100,3,2,0,1,Kota Semarang,SHM,1300.0,Selatan,850000000,https://www.olx.co.id/item/jual-rumah-di-candi-kalasan-manyaran-semarang-no-paramount-village-iid-849417678,"Dijual Rumah Bagus Siap Huni, Bonus 1 AC",Semarang
2021-12-07,180,150,3,1,1,1,Kota Semarang,SHM,1300.0,Timur,750000000,https://www.olx.co.id/item/rumah-dekat-kota-lb-150m-lt-180m-3kt-1km-strategis-di-sampangan-iid-821586029,"BONUS
- Kanopi
- Tandon Air
- Free All Biaya",Semarang
2021-08-26,730,300,6,3,0,1,Kota Semarang,SHM,1300.0,,2950000000,https://www.olx.co.id/item/rumah-mewah-halaman-luas-shm-siap-huni-iid-797871277,"Di jual rumah mewah model klasik 100% bangunan baru di Mahesa
Luas halaman 500M (Bisa untuk parkir 60mobil/di pake usaha lain
200m dari jalan majapahit
100 m dr jl. Sukarno hatta
Dijual Rp 2.95 M /balik modal
Bebas banjir, aman dan nyaman",Semarang
2021-11-26,160,250,9,7,0,1,Kota Semarang,SHM,3500.0,,2400000000,https://www.olx.co.id/item/rumah-tengah-kotabaru-selesai-renovasi-utk-kos2an-9kamar-iid-846802645,"Dijual rumah modern 2 lantai untuk kos2an. Baru Saja selesai renovasi. Ada partly furniture. Ada 9 kamar tidur dan 7 kamar mandi dalam. Listrik 3500va, air PAM. Lokasi tepat di tengah kota, sompok. 2menit ke Java Mall, 5 menit ke Simpang Lima",Semarang
2021-11-19,120,140,4,2,0,1,Kota Semarang,SHM,2200.0,Utara,1700000000,https://www.olx.co.id/item/cluster-graha-estetika-banyumanik-tirto-agung-undip-tol-srondol-iid-847735117,"KEUNGGULAN LOKASI
— Cluster One Gate System
— Keamanan 24 Jam
— Hanya 3 menit TOL Jakarta-Surabaya
— Hanya 4 menit SD Al Azhar
— Hanya 5 menit Kampus UNDIP
— Hanya 10 menit TRANSMART
FASILITAS CLUSTER : Kolam Renang, Fitness Center, Jogging Track, Cafe, Taman Bermain, Tempat Ibadah",Semarang
2021-12-07,240,260,4,4,1,2,Kota Semarang,SHM,4400.0,,3300000000,https://www.olx.co.id/item/jual-rumah-mewah-di-graha-taman-pelangi-bsb-city-semarang-no-ivy-park-iid-849416391,"Dapur 2( kotor+ bersih)
Garasi 1
Carport 2
AC 5 units
Gazebo + kolam koi
HM",Semarang
2021-11-15,187,180,4,3,1,0,Kota Semarang,SHM,2200.0,Barat,2400000000,https://onlist.id/detil/rumah-bagus-2-lantai-di-cluster-mewah-di-kota-atas-semarang-280767,"including Perabotan lemari pakaian , kitchen set dan AC 4 unit
dekat dengan transmart, KFC, pintu tol.
jalan depan paving lebar 8 m
satpam 24 jam cctv, aman, bebas banjir",Semarang
2021-12-07,578,500,6,4,3,3,Kota Semarang,SHM,7700.0,,6000000000,https://www.olx.co.id/item/rumah-mewah-2-lantai-gondang-raya-bulusan-banjarsari-tembalang-iid-849414987,"SELLING POINT :
• 2 menit ke Alfamart dan indomart
• 3 menit ke Undip dan Polines Tembalang
• 4 menit ke Superindo
• 5 menit ke Akses Tol
• 5 menit ke Transmart, Ada swalayan
• 5 menit ke Al azhar",Semarang
2021-12-01,82,82,2,1,0,1,Kota Semarang,SHM,1300.0,,340000000,https://onlist.id/detil/rumah-dalam-cluster-plamongan-indah-286596,"- Dekat Jalan Raya
- Gym  
- Keamanan 24 jam  
- Kolam Renang 
- One Gate System 
- Parkiran 
- Taman Bermain",Semarang
2021-11-25,200,200,5,3,0,2,Kota Semarang,SHM,2200.0,Tenggara,1350000000,https://onlist.id/detil/dijual-rumah-warna-putih-di-tlogosari-semarang-tp-284510,"- Air Conditioner (AC) 
- Keamanan 24 jam 
- Parkiran 
- Pusat Bisnis
- Cocok untuk dijadikan usaha seperti jualan, toko kelontong, kantor, dll.",Semarang
2021-12-04,126,100,2,2,0,1,Kota Semarang,SHM,1300.0,,1500000000,https://rumahdijual.com/5898758,"*Fasilitas tambahan :
*Carport
*Line telp dan internet
*Gudang
Keunggulan :
~Lokasi sangat strategis, berada di area yang sudah ramai dan berkembang
~Lokasi berada di area bebas banjir
~Lingkungan nyaman, asri dan aman
~5 menit ke kampus UNDIP Semarang
~3 menit ke Transmart
~4 Menit ke jalan tol
~4 Menit ke jalan Raya
~5 Menit ke rumah sakit",Semarang
2021-12-07,136,37,2,1,0,1,Kota Semarang,SHM,1300.0,,495000000,https://rumahdijual.com/11628206,"Desain arsitektur rumah kekinian serta tak jauh dari pusat kegiatan ekonomi, pendidikan dan keamanan spt :
- Markas Sabhara
- Mall BSB Mijen
- Kampus UNIKA BSB Mijen
- RSUD Mijen
- SMP-SMA-SMK Boarding School Nurul Islam.
- Selangkah dr SDN 01 Wonolopo.
- Kampus Lab. Kes. Masy. UNIMUS.
- PonPes Baitussalam
- SD-SMP IT Cahaya Bangsa
- POLSEK Mijen.
- Pasar Mijen.
- Jalan lebar
- Drainase ramah lingkungan",Semarang
2021-12-07,100,100,2,1,0,1,Kota Semarang,SHM,2200.0,Utara,730000000,https://www.rumah123.com/properti/semarang/hos9295927/,"Rumah siap huni dengan LD 10m,Bangunan baru gress dengan desain mewah,aman dari banjir karena sudah lebih tinggi dari jalan,dekat dengan The Park View Mall baru di Madukoro serta akses mudah ke tengah kota,cocok untuk pekerja maupun pasangan baru",Semarang
2021-12-08,920,600,5,4,2,6,Kabupaten Semarang,SHM,4400.0,Timur Laut,16500000000,https://www.rumah123.com/properti/semarang/hos9174904/,"Rumah kusen jati,lantai marmer,solarhart, design mediterania diarea jalan utama",Semarang
2021-12-08,468,700,8,4,2,2,Kota Semarang,SHM,7700.0,Selatan,2950000000,https://www.rumah123.com/properti/semarang/hos9304043/,"6 menit ke UIN Walisongo Semarang
7 menit ke RSUD Tugurejo
3 menit ke Pasar Ngaliyan Semarang",Semarang
2021-12-08,212,185,4,4,1,1,Kota Semarang,SHM,2200.0,Utara,3100000000,https://www.rumah123.com/properti/semarang/hos9303484/,"6 menit ke Bina Bangsa School
9 menit ke Java Mall
10 menit dari AKPOL Semarang",Semarang
